Country,Year,Month,PeopleVaccinated,PeopleFullyVaccinated,MonthlyVaccinations,PeopleVacPerHundred,PeopleFullyVacPerHundred
Solomon Islands,2021,12,179973.0,55945.0,38648.0,25.56,7.95
Solomon Islands,2022,1,195262.0,75801.0,26708.0,27.74,10.77
Solomon Islands,2022,2,206118.0,95101.0,26275.0,29.28,13.51
Solomon Islands,2022,3,235668.0,122405.0,57160.0,33.48,17.39
Somalia,2021,4,117567.0,0.0,5200.0,0.72,0.0
Somalia,2021,5,129419.0,4714.0,8723.0,0.79,0.03
Somalia,2021,6,138603.0,69812.0,71682.0,0.85,0.43
Somalia,2021,7,162655.0,87135.0,71048.0,0.99,0.53
Somalia,2021,8,194876.0,96177.0,16282.0,1.19,0.59
Somalia,2021,9,259041.0,236000.0,182705.0,1.58,1.44
Somalia,2021,10,363367.0,304737.0,188393.0,2.22,1.86
Somalia,2021,11,589128.0,564612.0,402664.0,3.6,3.45
Somalia,2021,12,1203131.0,810010.0,450186.0,7.35,4.95
Somalia,2022,1,1305856.0,867137.0,116176.0,7.98,5.3
Somalia,2022,2,1479158.0,937617.0,162393.0,9.04,5.73
Somalia,2022,3,1929472.0,1290895.0,565121.0,11.79,7.89
South Africa,2021,2,70527.0,70527.0,55750.0,0.12,0.12
South Africa,2021,3,263878.0,263878.0,188903.0,0.44,0.44
South Africa,2021,4,317656.0,317656.0,62674.0,0.53,0.53
South Africa,2021,5,1045104.0,479768.0,617787.0,1.74,0.8
South Africa,2021,6,3026636.0,0.0,1850391.0,5.04,0.0
South Africa,2021,7,5921627.0,2835930.0,4240816.0,9.86,4.72
South Africa,2021,8,9418185.0,5985293.0,4989040.0,15.69,9.97
South Africa,2021,9,12593276.0,8819130.0,5060871.0,20.97,14.69
South Africa,2021,10,15329097.0,12317435.0,4941337.0,25.53,20.51
South Africa,2021,11,17260202.0,14475754.0,3293275.0,28.75,24.11
South Africa,2021,12,18905708.0,15833594.0,2563402.0,31.49,26.37
South Africa,2022,1,19611652.0,16625575.0,1876741.0,32.66,27.69
South Africa,2022,2,20336132.0,17245407.0,1616477.0,33.87,28.72
South Africa,2022,3,20894155.0,17833534.0,1973714.0,34.8,29.7
South Korea,2021,2,40584.0,10873.0,3433.0,0.08,0.02
South Korea,2021,3,914526.0,39232.0,852370.0,1.78,0.08
South Korea,2021,4,3423119.0,291535.0,2064461.0,6.67,0.57
South Korea,2021,5,5903134.0,2262007.0,4246129.0,11.51,4.41
South Korea,2021,6,15474405.0,5191533.0,11938940.0,30.16,10.12
South Korea,2021,7,19627995.0,7318290.0,5378431.0,38.26,14.26
South Korea,2021,8,29485197.0,15958377.0,17612116.0,57.47,31.1
South Korea,2021,9,39519086.0,25897703.0,19430091.0,77.03,50.48
South Korea,2021,10,41284562.0,38850738.0,15986591.0,80.47,75.72
South Korea,2021,11,42675391.0,41195587.0,7384016.0,83.18,80.3
South Korea,2021,12,44286656.0,42629829.0,16841702.0,86.32,83.09
South Korea,2022,1,44695737.0,44051236.0,12128980.0,87.12,85.86
South Korea,2022,2,44872304.0,44381960.0,4974536.0,87.46,86.51
South Korea,2022,3,44948629.0,44482876.0,1641660.0,87.61,86.7
South Sudan,2021,4,947.0,0.0,3238.0,0.01,0.0
South Sudan,2021,5,9744.0,0.0,6097.0,0.09,0.0
South Sudan,2021,6,42166.0,2754.0,31816.0,0.37,0.02
South Sudan,2021,7,52226.0,4763.0,16161.0,0.46,0.04
South Sudan,2021,8,52387.0,4763.0,179.0,0.46,0.04
South Sudan,2021,9,74198.0,29553.0,48979.0,0.65,0.26
South Sudan,2021,10,84839.0,49532.0,25707.0,0.75,0.44
South Sudan,2021,11,185148.0,133315.0,98512.0,1.63,1.17
South Sudan,2021,12,227262.0,181577.0,48779.0,2.0,1.6
South Sudan,2022,1,296056.0,247892.0,54125.0,2.6,2.18
South Sudan,2022,2,475558.0,432091.0,199178.0,4.18,3.8
South Sudan,2022,3,526243.0,482816.0,37674.0,4.62,4.24
Spain,2021,1,1251369.0,357892.0,1521408.0,2.68,0.77
Spain,2021,2,2567617.0,1261848.0,2078004.0,5.49,2.7
Spain,2021,3,5314076.0,2721084.0,3876126.0,11.37,5.82
Spain,2021,4,11763360.0,4689766.0,8078675.0,25.16,10.03
Spain,2021,5,18178604.0,9405245.0,10804081.0,38.89,20.12
Spain,2021,6,25627278.0,17990526.0,13892796.0,54.82,38.49
Spain,2021,7,31851618.0,26933847.0,15375205.0,68.14,57.62
Spain,2021,8,36533328.0,33376693.0,9790718.0,78.15,71.4
Spain,2021,9,37702384.0,36667138.0,4598937.0,80.66,78.44
Spain,2021,10,38037531.0,37317388.0,1847068.0,81.37,79.83
Spain,2021,11,38356928.0,37624032.0,4348206.0,82.06,80.49
Spain,2021,12,39664717.0,37869504.0,7454655.0,84.85,81.01
Spain,2022,1,40918884.0,38295449.0,6219429.0,87.54,81.92
Spain,2022,2,41073324.0,39039472.0,2678588.0,87.87,83.52
Spain,2022,3,41134037.0,40118474.0,1204960.0,88.0,85.82
Sri Lanka,2021,1,59154.0,0.0,43916.0,0.28,0.0
Sri Lanka,2021,2,466350.0,0.0,409996.0,2.17,0.0
Sri Lanka,2021,3,913219.0,0.0,485767.0,4.25,0.0
Sri Lanka,2021,4,928107.0,25354.0,45421.0,4.32,0.12
Sri Lanka,2021,5,1608518.0,348224.0,903600.0,7.48,1.62
Sri Lanka,2021,6,2697778.0,995325.0,1654160.0,12.55,4.63
Sri Lanka,2021,7,9634704.0,2134106.0,6751703.0,44.82,9.93
Sri Lanka,2021,8,12423579.0,7703411.0,8798115.0,57.79,35.83
Sri Lanka,2021,9,14502913.0,11730305.0,6938245.0,67.46,54.57
Sri Lanka,2021,10,15262192.0,13319379.0,2552658.0,71.0,61.96
Sri Lanka,2021,11,15929547.0,13745161.0,1121331.0,74.1,63.94
Sri Lanka,2021,12,15991500.0,13843044.0,3759505.0,74.39,64.39
Sri Lanka,2022,1,16647015.0,13917564.0,2125988.0,77.44,64.74
Sri Lanka,2022,2,16903964.0,14177935.0,2469868.0,78.63,65.95
Sri Lanka,2022,3,16995787.0,14387077.0,1029540.0,79.06,66.93
Sudan,2021,3,0.0,0.0,34839.0,0.0,0.0
Sudan,2021,4,140227.0,0.0,133948.0,0.31,0.0
Sudan,2021,5,320305.0,37931.0,183900.0,0.71,0.08
Sudan,2021,6,554095.0,123862.0,319136.0,1.23,0.28
Sudan,2021,7,627833.0,182727.0,149775.0,1.4,0.41
Sudan,2021,8,645926.0,241564.0,356968.0,1.44,0.54
Sudan,2021,9,649062.0,581846.0,367607.0,1.45,1.3
Sudan,2021,10,1154253.0,0.0,382472.0,2.57,0.0
Sudan,2021,11,0.0,0.0,990000.0,0.0,0.0
Sudan,2021,12,2782463.0,1234386.0,541301.0,6.2,2.75
Sudan,2022,1,3194518.0,1436636.0,740676.0,7.11,3.2
Sudan,2022,2,5126250.0,2333416.0,1725407.0,11.41,5.2
Sudan,2022,3,5171677.0,2746556.0,147014.0,11.52,6.12
Suriname,2021,2,0.0,0.0,2208.0,0.0,0.0
Suriname,2021,3,26057.0,0.0,21495.0,4.4,0.0
Suriname,2021,4,38351.0,0.0,15117.0,6.48,0.0
Suriname,2021,5,68441.0,14502.0,43202.0,11.56,2.45
Suriname,2021,6,160268.0,35926.0,110100.0,27.08,6.07
Suriname,2021,7,186297.0,58081.0,50041.0,31.48,9.81
Suriname,2021,8,202440.0,134684.0,86370.0,34.21,22.76
Suriname,2021,9,229022.0,172220.0,67544.0,38.7,29.1
Suriname,2021,10,249920.0,201270.0,52149.0,42.23,34.01
Suriname,2021,11,257438.0,219012.0,27881.0,43.5,37.01
Suriname,2021,12,261545.0,228253.0,13949.0,44.19,38.57
Suriname,2022,1,264640.0,232788.0,8186.0,44.72,39.34
Suriname,2022,2,266344.0,235715.0,4546.0,45.01,39.83
Suriname,2022,3,267335.0,237194.0,2626.0,45.17,40.08
Sweden,2021,1,274811.0,30774.0,327185.0,2.7,0.3
Sweden,2021,2,525566.0,282319.0,502861.0,5.17,2.78
Sweden,2021,3,1096699.0,475358.0,861642.0,10.79,4.68
Sweden,2021,4,2349781.0,737821.0,1636694.0,23.13,7.26
Sweden,2021,5,3787569.0,1520202.0,1978946.0,37.28,14.96
Sweden,2021,6,4865069.0,3117822.0,2829214.0,47.88,30.69
Sweden,2021,7,6253499.0,4016048.0,2448031.0,61.55,39.53
Sweden,2021,8,6835264.0,5710332.0,2031210.0,67.28,56.2
Sweden,2021,9,7077076.0,6534252.0,1178449.0,69.66,64.31
Sweden,2021,10,7371428.0,6876046.0,804035.0,72.55,67.68
Sweden,2021,11,7521162.0,7104112.0,1301403.0,74.03,69.92
Sweden,2021,12,7675420.0,7335967.0,1767797.0,75.54,72.2
Sweden,2022,1,7765170.0,7504560.0,1694664.0,76.43,73.86
Sweden,2022,2,7792549.0,7577511.0,1138947.0,76.7,74.58
Sweden,2022,3,7817094.0,7614496.0,509627.0,76.94,74.94
Switzerland,2020,12,6280.0,12.0,3691.0,0.07,0.0
Switzerland,2021,1,301678.0,16450.0,276631.0,3.46,0.19
Switzerland,2021,2,550386.0,263190.0,497295.0,6.32,3.02
Switzerland,2021,3,972623.0,580439.0,701475.0,11.16,6.66
Switzerland,2021,4,1833528.0,987388.0,1161649.0,21.04,11.33
Switzerland,2021,5,3127398.0,1895201.0,2155733.0,35.88,21.75
Switzerland,2021,6,4379215.0,3246947.0,2555274.0,50.25,37.25
Switzerland,2021,7,4732056.0,4383641.0,1597986.0,54.29,50.3
Switzerland,2021,8,5043119.0,4719829.0,648071.0,57.86,54.15
Switzerland,2021,9,5557885.0,5084854.0,810671.0,63.77,58.34
Switzerland,2021,10,5744883.0,5555889.0,674294.0,65.92,63.75
Switzerland,2021,11,5861609.0,5721209.0,758112.0,67.26,65.64
Switzerland,2021,12,5970459.0,5833757.0,1850803.0,68.5,66.94
Switzerland,2022,1,6065041.0,5923449.0,1567503.0,69.59,67.96
Switzerland,2022,2,6077946.0,5982289.0,301591.0,69.74,68.64
Switzerland,2022,3,6081712.0,5993447.0,68981.0,69.78,68.77
Syria,2021,3,0.0,0.0,1980.0,0.0,0.0
Syria,2021,4,2500.0,0.0,9369.0,0.01,0.0
Syria,2021,5,24781.0,0.0,20131.0,0.14,0.0
Syria,2021,6,102319.0,5957.0,84661.0,0.56,0.03
Syria,2021,7,121909.0,9312.0,152459.0,0.67,0.05
Syria,2021,8,201379.0,201379.0,132264.0,1.1,1.1
Syria,2021,9,613263.0,321276.0,375656.0,3.36,1.76
Syria,2021,10,807249.0,503394.0,274835.0,4.42,2.75
Syria,2021,11,890837.0,739210.0,374254.0,4.87,4.04
Syria,2021,12,1194896.0,781603.0,959228.0,6.54,4.28
Syria,2022,1,0.0,932422.0,626664.0,0.0,5.1
Syria,2022,2,2197941.0,1229358.0,214893.0,12.03,6.73
Syria,2022,3,2308843.0,1318742.0,138913.0,12.63,7.22
Taiwan,2021,3,14400.0,0.0,15423.0,0.06,0.0
Taiwan,2021,4,57884.0,0.0,38595.0,0.24,0.0
Taiwan,2021,5,319665.0,0.0,361525.0,1.34,0.0
Taiwan,2021,6,2001418.0,41800.0,1531501.0,8.39,0.18
Taiwan,2021,7,7707830.0,381041.0,5585035.0,32.31,1.6
Taiwan,2021,8,10038004.0,920962.0,3254214.0,42.08,3.86
Taiwan,2021,9,13243149.0,2637740.0,4080944.0,55.52,11.06
Taiwan,2021,10,17214718.0,7655432.0,9096902.0,72.16,32.09
Taiwan,2021,11,18246772.0,13300061.0,6813699.0,76.49,55.75
Taiwan,2021,12,18712858.0,16159278.0,3791817.0,78.44,67.74
Taiwan,2022,1,19091332.0,17443080.0,7161054.0,80.03,73.12
Taiwan,2022,2,19342050.0,17938722.0,4971244.0,81.08,75.2
Taiwan,2022,3,19449353.0,18254357.0,2641634.0,81.53,76.52
Tajikistan,2021,5,79376.0,12399.0,19015.0,0.81,0.13
Tajikistan,2021,6,205619.0,18029.0,138711.0,2.11,0.18
Tajikistan,2021,7,524472.0,40450.0,370661.0,5.38,0.41
Tajikistan,2021,8,2009748.0,798308.0,2005000.0,20.61,8.19
Tajikistan,2021,9,2398703.0,1740682.0,1537680.0,24.6,17.85
Tajikistan,2021,10,2678569.0,2106807.0,679973.0,27.47,21.61
Tajikistan,2021,11,3024020.0,2555173.0,710030.0,31.02,26.21
Tajikistan,2021,12,3709690.0,2895535.0,1158244.0,38.05,29.7
Tajikistan,2022,1,4522962.0,3759499.0,1524329.0,46.39,38.56
Tajikistan,2022,2,4916961.0,4107682.0,1368995.0,50.43,42.13
Tajikistan,2022,3,5085230.0,4614268.0,722999.0,52.16,47.33
Tanzania,2021,8,304603.0,304603.0,237825.0,0.5,0.5
Tanzania,2021,9,350000.0,350000.0,316553.0,0.57,0.57
Tanzania,2021,10,0.0,965778.0,379454.0,0.0,1.57
Tanzania,2021,11,0.0,983801.0,469254.0,0.0,1.6
Tanzania,2021,12,2079930.0,1646261.0,965130.0,3.38,2.68
Tanzania,2022,1,2545391.0,1866830.0,1052639.0,4.14,3.04
Tanzania,2022,2,3223953.0,2493984.0,1030314.0,5.24,4.06
Tanzania,2022,3,3941772.0,3067877.0,516473.0,6.41,4.99
Thailand,2021,2,0.0,0.0,160.0,0.0,0.0
Thailand,2021,3,151413.0,29064.0,158001.0,0.22,0.04
Thailand,2021,4,1095230.0,381848.0,1133510.0,1.57,0.55
Thailand,2021,5,2539491.0,1125368.0,2145207.0,3.63,1.61
Thailand,2021,6,7110854.0,2816844.0,5832653.0,10.17,4.03
Thailand,2021,7,13802916.0,3883058.0,7486998.0,19.73,5.55
Thailand,2021,8,23401465.0,7780973.0,13869204.0,33.45,11.12
Thailand,2021,9,29501110.0,15899158.0,19208337.0,42.17,22.73
Thailand,2021,10,42247135.0,30743399.0,23081519.0,60.4,43.95
Thailand,2021,11,47963180.0,41053644.0,18618866.0,68.57,58.69
Thailand,2021,12,51410504.0,46319204.0,12763766.0,73.5,66.22
Thailand,2022,1,52383190.0,48710749.0,11618371.0,74.89,69.64
Thailand,2022,2,53615130.0,49685222.0,7290585.0,76.65,71.03
Thailand,2022,3,55362342.0,50159803.0,5225918.0,79.14,71.71
Timor,2021,4,2629.0,0.0,23552.0,0.2,0.0
Timor,2021,5,63752.0,1.0,49722.0,4.74,0.0
Timor,2021,6,203009.0,25757.0,145504.0,15.11,1.92
Timor,2021,7,276510.0,86759.0,151644.0,20.58,6.46
Timor,2021,8,389989.0,198310.0,206150.0,29.02,14.76
Timor,2021,9,441510.0,270369.0,132789.0,32.85,20.12
Timor,2021,10,543053.0,353922.0,199667.0,40.41,26.34
Timor,2021,11,646851.0,465372.0,186026.0,48.13,34.63
Timor,2021,12,662963.0,533027.0,109755.0,49.33,39.66
Timor,2022,1,670729.0,561648.0,36735.0,49.91,41.79
Timor,2022,2,677178.0,571418.0,21819.0,50.39,42.52
Timor,2022,3,700055.0,578949.0,30635.0,52.09,43.08
Togo,2021,3,42092.0,0.0,61352.0,0.5,0.0
Togo,2021,4,160000.0,0.0,141598.0,1.89,0.0
Togo,2021,5,270784.0,41154.0,107043.0,3.19,0.49
Togo,2021,6,270784.0,76462.0,92297.0,3.19,0.9
Togo,2021,7,304278.0,149930.0,72685.0,3.59,1.77
Togo,2021,8,356897.0,178621.0,127176.0,4.21,2.11
Togo,2021,9,595491.0,402141.0,458773.0,7.02,4.74
Togo,2021,10,929347.0,446134.0,316253.0,10.96,5.26
Togo,2021,11,1097253.0,567834.0,340949.0,12.94,6.7
Togo,2021,12,1391738.0,1020872.0,688388.0,16.42,12.04
Togo,2022,1,1415448.0,1075383.0,153778.0,16.7,12.68
Togo,2022,2,0.0,0.0,146132.0,0.0,0.0
Togo,2022,3,1558542.0,1557538.0,49693.0,18.38,18.37
Tokelau,2021,6,0.0,0.0,207.0,0.0,0.0
Tokelau,2021,7,0.0,0.0,713.0,0.0,0.0
Tokelau,2021,8,968.0,0.0,332.0,70.76,0.0
Tokelau,2021,9,0.0,0.0,510.0,0.0,0.0
Tokelau,2021,10,968.0,968.0,204.0,70.76,70.76
Tonga,2021,4,2287.0,0.0,4250.0,2.14,0.0
Tonga,2021,5,0.0,0.0,13175.0,0.0,0.0
Tonga,2021,6,28667.0,0.0,11643.0,26.85,0.0
Tonga,2021,7,28753.0,10758.0,11074.0,26.93,10.08
Tonga,2021,8,41130.0,27274.0,22041.0,38.53,25.55
Tonga,2021,9,46126.0,27477.0,10759.0,43.21,25.74
Tonga,2021,10,51048.0,33458.0,13604.0,47.82,31.34
Tonga,2021,11,73183.0,45002.0,30058.0,68.55,42.15
Tonga,2021,12,73609.0,56627.0,16072.0,68.95,53.04
Tonga,2022,1,74004.0,64680.0,6811.0,69.32,60.59
Tonga,2022,2,76910.0,70283.0,5715.0,72.04,65.83
Trinidad and Tobago,2021,2,991.0,0.0,958.0,0.07,0.0
Trinidad and Tobago,2021,3,0.0,0.0,2977.0,0.0,0.0
Trinidad and Tobago,2021,4,42455.0,0.0,35564.0,3.03,0.0
Trinidad and Tobago,2021,5,94671.0,1179.0,46127.0,6.75,0.08
Trinidad and Tobago,2021,6,213632.0,88916.0,189681.0,15.22,6.34
Trinidad and Tobago,2021,7,388805.0,194710.0,277162.0,27.71,13.87
Trinidad and Tobago,2021,8,511292.0,399116.0,339403.0,36.43,28.44
Trinidad and Tobago,2021,9,593385.0,498048.0,161622.0,42.28,35.49
Trinidad and Tobago,2021,10,658107.0,601791.0,162274.0,46.89,42.88
Trinidad and Tobago,2021,11,688409.0,643682.0,87672.0,49.05,45.87
Trinidad and Tobago,2021,12,712256.0,668717.0,92815.0,50.75,47.65
Trinidad and Tobago,2022,1,733378.0,690137.0,80562.0,52.26,49.18
Trinidad and Tobago,2022,2,741408.0,702837.0,45010.0,52.83,50.08
Trinidad and Tobago,2022,3,746106.0,708762.0,20826.0,53.17,50.5
Tunisia,2021,3,53089.0,0.0,50721.0,0.44,0.0
Tunisia,2021,4,282121.0,89962.0,295046.0,2.36,0.75
Tunisia,2021,5,654976.0,303975.0,554673.0,5.49,2.55
Tunisia,2021,6,1290856.0,553795.0,866953.0,10.82,4.64
Tunisia,2021,7,1699805.0,963633.0,975516.0,14.24,8.07
Tunisia,2021,8,4179830.0,2155652.0,2640787.0,35.02,18.06
Tunisia,2021,9,5033603.0,3806236.0,2427912.0,42.17,31.89
Tunisia,2021,10,5596309.0,4516636.0,1324590.0,46.89,37.84
Tunisia,2021,11,6112326.0,5156641.0,1285416.0,51.21,43.2
Tunisia,2021,12,6889208.0,5921997.0,1558390.0,57.72,49.62
Tunisia,2022,1,7100854.0,6234262.0,754213.0,59.49,52.23
Tunisia,2022,2,7160078.0,6331265.0,250347.0,59.99,53.04
Tunisia,2022,3,7171789.0,6345597.0,50168.0,60.09,53.16
Turkey,2021,1,0.0,0.0,2421536.0,0.0,0.0
Turkey,2021,2,6869923.0,1677952.0,6182720.0,8.08,1.97
Turkey,2021,3,8994454.0,6840333.0,7024301.0,10.58,8.04
Turkey,2021,4,13712254.0,9104637.0,6933243.0,16.12,10.71
Turkey,2021,5,16628831.0,12542712.0,6912787.0,19.55,14.75
Turkey,2021,6,35091645.0,15217656.0,19298109.0,41.26,17.89
Turkey,2021,7,41012715.0,27355633.0,22335027.0,48.23,32.17
Turkey,2021,8,48271065.0,37089601.0,22258470.0,56.76,43.61
Turkey,2021,9,53840659.0,44498344.0,15727413.0,63.31,52.32
Turkey,2021,10,55392343.0,48655853.0,7591721.0,65.13,57.21
Turkey,2021,11,56261687.0,50458355.0,4104110.0,66.16,59.33
Turkey,2021,12,56914268.0,51604894.0,9896888.0,66.92,60.68
Turkey,2022,1,57422636.0,52399906.0,11597369.0,67.52,61.62
Turkey,2022,2,57682903.0,52809698.0,3857047.0,67.83,62.1
Turkey,2022,3,57776278.0,52968985.0,1343587.0,67.94,62.29
Turkmenistan,2021,2,32240.0,19506.0,0.0,0.53,0.32
Turkmenistan,2021,3,0.0,0.0,1282439.0,0.0,0.0
Turkmenistan,2021,4,0.0,0.0,1241070.0,0.0,0.0
Turkmenistan,2021,5,0.0,0.0,1282439.0,0.0,0.0
Turkmenistan,2021,6,0.0,0.0,1241070.0,0.0,0.0
Turkmenistan,2021,7,0.0,0.0,1282439.0,0.0,0.0
Turkmenistan,2021,8,4374694.0,3206282.0,1264710.0,71.51,52.41
Turkmenistan,2021,9,4374694.0,3206282.0,59100.0,71.51,52.41
Turks and Caicos Islands,2021,1,0.0,0.0,6552.0,0.0,0.0
Turks and Caicos Islands,2021,2,6433.0,0.0,8736.0,16.4,0.0
Turks and Caicos Islands,2021,3,14300.0,10000.0,9562.0,36.46,25.49
Turks and Caicos Islands,2021,4,15039.0,10000.0,3770.0,38.34,25.49
Turks and Caicos Islands,2021,5,20760.0,15410.0,8204.0,52.92,39.29
Turks and Caicos Islands,2021,6,22700.0,15410.0,6894.0,57.87,39.29
Turks and Caicos Islands,2021,7,24567.0,22696.0,4944.0,62.63,57.86
Turks and Caicos Islands,2021,8,25621.0,23486.0,2668.0,65.32,59.87
Turks and Caicos Islands,2021,9,27446.0,24928.0,2973.0,69.97,63.55
Turks and Caicos Islands,2021,10,28305.0,26112.0,2447.0,72.16,66.57
Turks and Caicos Islands,2021,11,29210.0,27133.0,3236.0,74.47,69.17
Turks and Caicos Islands,2021,12,0.0,0.0,3782.0,0.0,0.0
Turks and Caicos Islands,2022,1,0.0,0.0,3782.0,0.0,0.0
Turks and Caicos Islands,2022,2,31165.0,29160.0,1558.0,79.45,74.34
Turks and Caicos Islands,2022,3,31419.0,29400.0,464.0,80.1,74.95
Tuvalu,2021,4,2400.0,0.0,0.0,20.13,0.0
Tuvalu,2021,5,0.0,0.0,0.0,0.0,0.0
Tuvalu,2021,6,4772.0,0.0,3051.0,40.02,0.0
Tuvalu,2021,7,0.0,0.0,1767.0,0.0,0.0
Tuvalu,2021,8,6167.0,4525.0,3474.0,51.71,37.95
Tuvalu,2021,9,6209.0,4652.0,687.0,52.07,39.01
Tuvalu,2021,10,6230.0,5884.0,660.0,52.24,49.34
Uganda,2021,3,90196.0,0.0,71316.0,0.19,0.0
Uganda,2021,4,330077.0,0.0,242763.0,0.7,0.0
Uganda,2021,5,537440.0,4129.0,286585.0,1.14,0.01
Uganda,2021,6,0.0,0.0,264595.0,0.0,0.0
Uganda,2021,7,0.0,0.0,270676.0,0.0,0.0
Uganda,2021,8,901900.0,242310.0,250936.0,1.91,0.51
Uganda,2021,9,1643067.0,415486.0,858420.0,3.49,0.88
Uganda,2021,10,2854082.0,415486.0,1032122.0,6.06,0.88
Uganda,2021,11,3838439.0,912983.0,3005868.0,8.15,1.94
Uganda,2021,12,8354808.0,1408222.0,4573630.0,17.73,2.99
Uganda,2022,1,10896664.0,2015028.0,1938792.0,23.12,4.28
Uganda,2022,2,13809794.0,2706785.0,3698800.0,29.31,5.74
Uganda,2022,3,14131307.0,8014082.0,619628.0,29.99,17.01
Ukraine,2021,2,3141.0,0.0,4365.0,0.01,0.0
Ukraine,2021,3,248734.0,2.0,206711.0,0.57,0.0
Ukraine,2021,4,752293.0,260.0,397426.0,1.73,0.0
Ukraine,2021,5,1032036.0,129706.0,520932.0,2.37,0.3
Ukraine,2021,6,1965658.0,711386.0,1368143.0,4.52,1.64
Ukraine,2021,7,3571445.0,2023755.0,2727892.0,8.22,4.66
Ukraine,2021,8,5413770.0,3843653.0,3641204.0,12.45,8.84
Ukraine,2021,9,7072801.0,5695402.0,3536493.0,16.27,13.1
Ukraine,2021,10,10245773.0,7470498.0,4637396.0,23.57,17.19
Ukraine,2021,11,13468633.0,11299807.0,7116267.0,30.99,26.0
Ukraine,2021,12,14713309.0,13755421.0,4046127.0,33.85,31.65
Ukraine,2022,1,15347951.0,14665692.0,2007056.0,35.31,33.74
Ukraine,2022,2,15729617.0,15221792.0,1316856.0,36.19,35.02
United Arab Emirates,2021,1,836568.0,250000.0,2166612.0,8.37,2.5
United Arab Emirates,2021,2,3480415.0,2187849.0,2923661.0,34.84,21.9
United Arab Emirates,2021,3,0.0,0.0,2204574.0,0.0,0.0
United Arab Emirates,2021,4,5081853.0,3836521.0,2338481.0,50.86,38.4
United Arab Emirates,2021,5,0.0,0.0,2288193.0,0.0,0.0
United Arab Emirates,2021,6,0.0,0.0,2420349.0,0.0,0.0
United Arab Emirates,2021,7,7803451.0,6972665.0,1556845.0,78.1,69.79
United Arab Emirates,2021,8,8485738.0,7417604.0,1360204.0,84.93,74.24
United Arab Emirates,2021,9,9296797.0,8248434.0,1915179.0,93.05,82.56
United Arab Emirates,2021,10,9652930.0,8673845.0,1098044.0,96.62,86.82
United Arab Emirates,2021,11,9881456.0,8941872.0,781353.0,98.9,89.5
United Arab Emirates,2021,12,0.0,9059559.0,722615.0,0.0,90.68
United Arab Emirates,2022,1,0.0,9296954.0,930348.0,0.0,93.05
United Arab Emirates,2022,2,0.0,9485024.0,629004.0,0.0,94.93
United Arab Emirates,2022,3,9890318.0,9603499.0,369137.0,98.99,96.12
United Kingdom,2021,1,9296367.0,494209.0,6442200.0,13.63,0.72
United Kingdom,2021,2,20275451.0,815816.0,11399941.0,29.73,1.2
United Kingdom,2021,3,31147444.0,4513458.0,14168071.0,45.67,6.62
United Kingdom,2021,4,34362205.0,14957313.0,13624879.0,50.38,21.93
United Kingdom,2021,5,39477158.0,25734719.0,16137738.0,57.88,37.73
United Kingdom,2021,6,44860978.0,33048199.0,13171897.0,65.77,48.45
United Kingdom,2021,7,46816382.0,38322171.0,7487935.0,68.64,56.19
United Kingdom,2021,8,48087908.0,42909987.0,6108628.0,70.5,62.91
United Kingdom,2021,9,48863490.0,44901832.0,3113584.0,71.64,65.83
United Kingdom,2021,10,49987325.0,45712351.0,9125877.0,73.29,67.02
United Kingdom,2021,11,50994257.0,46399306.0,11927826.0,74.76,68.03
United Kingdom,2021,12,51786768.0,47434251.0,17496813.0,75.93,69.54
United Kingdom,2022,1,52360487.0,48440773.0,5620412.0,76.77,71.02
United Kingdom,2022,2,52634448.0,49014524.0,1876381.0,77.17,71.86
United Kingdom,2022,3,52788065.0,49404026.0,1122972.0,77.39,72.43
United States,2020,12,5511676.0,41096.0,4136753.0,1.66,0.01
United States,2021,1,29687810.0,7355038.0,29916056.0,8.94,2.22
United States,2021,2,55981018.0,29879021.0,47548024.0,16.86,9.0
United States,2021,3,108562476.0,64198685.0,80727681.0,32.7,19.34
United States,2021,4,152685845.0,114193377.0,91399934.0,45.99,34.39
United States,2021,5,173055925.0,146036020.0,56814458.0,52.12,43.99
United States,2021,6,182941405.0,162562887.0,25654528.0,55.1,48.96
United States,2021,7,192651531.0,169978201.0,16054594.0,58.03,51.2
United States,2021,8,206197144.0,179738651.0,23728048.0,62.11,54.14
United States,2021,9,214758880.0,189591747.0,21890777.0,64.68,57.1
United States,2021,10,221491666.0,195845049.0,28658961.0,66.71,58.99
United States,2021,11,233374943.0,200861337.0,41026122.0,70.29,60.5
United States,2021,12,243855622.0,208533981.0,45657974.0,73.45,62.81
United States,2022,1,251293209.0,213266280.0,29920799.0,75.69,64.24
United States,2022,2,254086849.0,216256826.0,11678625.0,76.53,65.14
United States,2022,3,255362450.0,217498967.0,5298272.0,76.91,65.51
Uruguay,2021,2,400.0,0.0,17.0,0.01,0.0
Uruguay,2021,3,636264.0,51668.0,583696.0,18.26,1.48
Uruguay,2021,4,1184067.0,691342.0,1183293.0,33.97,19.84
Uruguay,2021,5,1815932.0,1033296.0,1017794.0,52.1,29.65
Uruguay,2021,6,2275327.0,1679967.0,1068417.0,65.29,48.2
Uruguay,2021,7,2576319.0,2243553.0,938089.0,73.92,64.37
Uruguay,2021,8,2643488.0,2523479.0,741936.0,75.85,72.41
Uruguay,2021,9,2698761.0,2586322.0,721693.0,77.44,74.21
